DEFINITION_NAME	IS_ACTIVE	LAST_MODIFY_USER	PROCESS_FAMILY	TRIGGER_OPERATION	SITE	FAB	DEFINITION_TYPE	INTEG_LAYER	DEFECT_LAYER	INTEGRATION_LAYER
PROCESS:SOPHONNOGLOW:TD-HRBck	Y	AMR\NPALAPAT	PROCESS:SOPHONNOGLOW:T_8V7_ILD_DEP	T_8V7_ILD_DEP	D1D	D1D	Treatment Rule	600_M08	600_M08	
PROCESS:80P_JURASSIC:DE-GTOcs	Y	AMR\WAIYIPLO	PROCESS:80P_JURASSIC:E_8V9_MAIN_ETCH	E_8V9_MAIN_ETCH	D1D	D1D	Other	620_M10	NA	
VX_CTI	Y	AMR\MCHITRAN	V8_CTI	T_8V8_HM_DEP	D1D	D1D		610_M09	NA	
MX_HM_CLN	Y	AMR\PGARG3	M9_HM_CLN	W_8M9_HM_CLN	D1D	D1D	Universal Process Label	610_M09	NA	610_M09
DRT_HPB_MP	Y	AMR\PGARG3	DRT_HPB_MP	W_8M5_SCB,W_8M10_SCB,W_8V13_SCB	D1D	D1D	Universal Process Label	660_M14	NA	
MX_HME_DUV	Y	AMR\MCHITRAN	M8_HME_ICC_R2	E_8M8_HM_ETCH	D1D	D1D	GvB	600_M08	NA	
V9_ES_ORDER	Y	AMR\PGARG3	V9_ES_ORDER	T_8V9_ES_DEP	D1D	D1D	Universal Process Label	620_M10	620_M10	620_M10
MX_CMP_DUV	Y	AMR\PGARG3	M9_CMP	P_8M9_CMP	D1D	D1D	Universal Process Label	610_M09	NA	610_M09
EQUIP:PLIXX_CATALYST_ARM_SLURRY_LINE_SPACER:PL-PLIcs	Y	AMR\VINEETHN	EQUIP:PLIXX_CATALYST_ARM_SLURRY_LINE_SPACER:P_8M9_CMP	P_8M9_CMP	D1D	D1D	Treatment Rule	610_M09	NA	
EQUIP:QZRECLEAN25:DE-GTOcs	Y	AMR\WBROOKSI	EQUIP:QZRECLEAN25:E_8V9_MAIN_ETCH	E_8V9_MAIN_ETCH	D1D	D1D	Treatment Rule	620_M10	NA	
DUV_VIA_SED_PINS	Y	AMR\DUOLI1	V7_SED_PINS	L_8V7_SED	D1D	D1D	Other	600_M08	NA	M08
DUV_DVDCL_POST_SEP8_MP	Y	AMR\PGARG3	DUV_DVDCL_80P_POST_SEP8_MP	T_8M10_OX_CAP,T_8M14_OX_CAP,T_8M5_OX_CAP	D1D	D1D	Universal Process Label	660_M14	NA	
EQUIP:SINGLE_DEP_PCTW377_IMPLEMENTATION_ON_PLICS:PL-PLIcs	Y	AMR\VINEETHN	EQUIP:SINGLE_DEP_PCTW377_IMPLEMENTATION_ON_PLICS:P_8M9_CMP	P_8M9_CMP	D1D	D1D	Treatment Rule	610_M09	NA	
EQUIP:SINGLE_DEP_PCTW377_IMPLEMENTATION_ON_PLICS:PL-PLIcs	Y	AMR\VINEETHN	EQUIP:SINGLE_DEP_PCTW377_IMPLEMENTATION_ON_PLICS:P_8M8_CMP	P_8M8_CMP	D1D	D1D	Treatment Rule	600_M08	NA	
PROCESS:80P_ROADRUNNER_W78:DE-AMEct	Y	AMR\WAIYIPLO	PROCESS:80P_ROADRUNNER_W78:E_8M8_HM_ETCH	E_8M8_HM_ETCH	D1D	D1D	Treatment Rule	600_M08	NA	
PROCESS:80P_ROADRUNNER:DE-AMEct	Y	AMR\WAIYIPLO	PROCESS:80P_ROADRUNNER:E_8M8_HM_ETCH	E_8M8_HM_ETCH	D1D	D1D	Treatment Rule	600_M08	NA	
PROCESS:DE-GTOcs	Y	AMR\JRSANCHE	PROCESS:GTOCS_APC:E_8V7_MAIN_ETCH	E_8V7_MAIN_ETCH	D1D	D1D	Treatment Rule	600_M08	NA	
EQUIP:HRVA_LEOCB_1278_P2:WE-LEOcb	Y	AMR\MDFOYSAL	EQUIP:HRVA_LEOCB_1278_P2:W_8M10_HM_CLN	W_8M10_HM_CLN	D1D	D1D	Treatment Rule	620_M10	NA	
PROCESS:WE-DRTcb	Y	AMR\DHOWLETT	PROCESS:W_8V8_BSCB	W_8V8_BSCB	D1D	D1D	Treatment Rule	610_M09	NA	
PROCESS:WE-DRTcb	Y	AMR\DHOWLETT	PROCESS:W_8V7_BSCB	W_8V7_BSCB	D1D	D1D	Treatment Rule	600_M08	NA	
EQUIP:2805_XPR4_NPT3:LI-SAVli	Y	AMR\BJRANCAT	EQUIP:2805_XPR4_NPT3:L_8V7_SED	L_8V7_SED	D1D	D1D	Treatment Rule	600_M08	NA	
EQUIP:2805_XPR4_NPT3:LI-SAVli	Y	AMR\BJRANCAT	EQUIP:2805_XPR4_NPT3:L_8V9_SED	L_8V9_SED	D1D	D1D	Treatment Rule	620_M10	NA	
EQUIP:HRBCIPHW:TD-HRBck	Y	AMR\SUCHICHA	EQUIP:HRBCIPHW:T_8V7_ILD_DEP	T_8V7_ILD_DEP	D1D	D1D	Treatment Rule	600_M08	600_M08	
PROCESS:WE-DRTcu	Y	AMR\SMSARIFR	PROCESS:W_8M10_SCB	W_8M10_SCB	D1D	D1D	Other	620_M10	NA	
EQUIP:AMECT_LIDS:DE-AMEct	Y	AMR\MBARUA	EQUIP:AMECT_LIDS:E_8M10_HM_ETCH	E_8M10_HM_ETCH	D1D	D1D	Treatment Rule	620_M10	NA	
PROCESS:EPF_DUV:TF-EPFca	Y	AMR\BLYDON	PROCESS:EPF_DUV:T_8M8_EPN	T_8M8_EPN	D1D	D1D	Treatment Rule	600_M08	NA	
EQUIP:DEGAS_BMO:TF-CTIce	Y	AMR\RABAKARE	EQUIP:DEGAS_BMO:T_8V9_HM_DEP	T_8V9_HM_DEP	D1D	D1D	Treatment Rule	620_M10	NA	
EQUIP:HRVA_LEOCB_1278:WE-LEOcb	Y	AMR\MDFOYSAL	EQUIP:HRVA_LEOCB_1278:W_8M9_HM_CLN	W_8M9_HM_CLN	D1D	D1D	Treatment Rule	610_M09	NA	
DUV_RETICLE_GVB	Y	AMR\JAEJUNLE	DUV_M10_RETICLE_GVB	L_8M10_SED	D1D	D1D	GvB	620_M10	NA	M10
EQUIP:PLICS_PCD_SLURRY_BLEND_PILOT:PL-PLIcs	Y	AMR\VINEETHN	EQUIP:PLICS_PCD_SLURRY_BLEND_PILOT:P_8M9_CMP	P_8M9_CMP	D1D	D1D	Treatment Rule	610_M09	NA	
EQUIP:LEOCB_TNPP_FREE_NH4OH:WE-LEOcb	Y	AMR\ASAJER	EQUIP:LEOCB_TNPP_FREE_NH4OH:W_8M9_HM_CLN	W_8M9_HM_CLN	D1D	D1D	Other	610_M09	NA	
EQUIP:EPF_R95_RR:TF-EPFca	Y	AMR\BLYDON	EQUIP:EPF_R95_RR:T_8M8_EPN	T_8M8_EPN	D1D	D1D	Other	600_M08	NA	
EQUIP:AMECT_GF:DE-AMEct	Y	AMR\KARANADI	EQUIP:AMECT_GF:E_8M9_HM_ETCH	E_8M9_HM_ETCH	D1D	D1D	Treatment Rule	610_M09	NA	
EQUIP:BARC_TBF_CIPAMC_I6001:LI-TBEbc	Y	AMR\WMCGINLE	EQUIP:BARC_TBF_CIPAMC_I6001:L_8V7_SIARC_DEP	L_8V7_SIARC_DEP	D1D	D1D	Treatment Rule	600_M08	NA	
EQUIP:BARC_TBF_LPCLEAN:LI-TBEbc	Y	AMR\WMCGINLE	EQUIP:BARC_TBF_LPCLEAN:L_8M9_CHM_DEP	L_8M9_CHM_DEP	D1D	D1D	Treatment Rule	610_M09	NA	
EQUIP:BARC_TBF_LPCLEAN:LI-TBEbc	Y	AMR\WMCGINLE	EQUIP:BARC_TBF_LPCLEAN:L_8V8_SIARC_DEP	L_8V8_SIARC_DEP	D1D	D1D	Treatment Rule	610_M09	NA	
EQUIP:BARC_TBF_LPCLEAN:LI-TBEbc	Y	AMR\WMCGINLE	EQUIP:BARC_TBF_LPCLEAN:L_8V9_EBR	L_8V9_EBR	D1D	D1D	Treatment Rule	620_M10	NA	
PROCESS:SOPHONNOGLOW:TD-HRBck	Y	AMR\NPALAPAT	PROCESS:SOPHONNOGLOW:T_8V8_ILD_DEP	T_8V8_ILD_DEP	D1D	D1D	Treatment Rule	610_M09	NA	
PROCESS:80P_JURASSIC:DE-GTOcs	Y	AMR\WAIYIPLO	PROCESS:80P_JURASSIC:E_8V8_MAIN_ETCH	E_8V8_MAIN_ETCH	D1D	D1D	Other	610_M09	NA	
EQUIP:B227P8_PILOT:TF-EPFca	Y	AMR\JEESOOSE	EQUIP:B227P8_PILOT:T_8M10_EPN	T_8M10_EPN	D1D	D1D	Other	620_M10	NA	
EQUIP:CTI_DGB:TF-CTIce	Y	AMR\GSAVITHR	EQUIP:CTI_DGB:T_8V7_HM_DEP	T_8V7_HM_DEP	D1D	D1D	Treatment Rule	600_M08	NA	
EQUIP:PLICS_CNM_PAD_BREAKIN_CU_BTW_REDUCTION:PL-PLIcs	Y	AMR\SMHEBERT	EQUIP:PLICS_CNM_PAD_BREAKIN_CU_BTW_REDUCTION:P_8M9_CMP	P_8M9_CMP	D1D	D1D	Treatment Rule	610_M09	NA	
EQUIP:PLICS_CNM_PAD_BREAKIN_CU_BTW_REDUCTION:PL-PLIcs	Y	AMR\SMHEBERT	EQUIP:PLICS_CNM_PAD_BREAKIN_CU_BTW_REDUCTION:P_8M10_CMP	P_8M10_CMP	D1D	D1D	Treatment Rule	620_M10	NA	
PROCESS:GTOCS_DRP5:DE-GTOcs	Y	AMR\JRSANCHE	PROCESS:GTOCS_DRP5:E_8V9_MAIN_ETCH	E_8V9_MAIN_ETCH	D1D	D1D	Other	620_M10	NA	
EQUIP:BARC_TBF_CIPAMC_8102_1100:LI-TBEbc	Y	AMR\WMCGINLE	EQUIP:BARC_TBF_CIPAMC_8102_1100:L_8V8_CHM_DEP	L_8V8_CHM_DEP	D1D	D1D	Treatment Rule	610_M09	NA	
